Ad name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Amount spent (THB),Cost per result,Starts,Ends,Rest ID ,Rest 2,Rest 3,Rest 4,Rest 5
vdo_hh_res_2749_atrium-restaurant-the-landmark-bangkok-hotel,inactive,ad,125,170,1.36,,,5.77,,10/01/2025,,2749,,,,
vdo_hh_res_3295_place-bangkok,inactive,ad,34,40,1.17647059,,,1.32,,10/01/2025,,3295,,,,
vdo_hh_res_4836_cutts-sathorn-omakase-bangkok,inactive,ad,25,35,1.4,,,1.65,,10/01/2025,,4836,,,,
vdo_hh_res_5008_naiwansook-mookata-cafe-bangkok,inactive,ad,182,228,1.25274725,,,7.15,,10/01/2025,,5008,,,,
vdo_hh_res_5427_501-home-cook-bangkok,inactive,ad,29,43,1.48275862,,,3.31,,10/01/2025,,5427,,,,
vdo_hh_res_5530_cibo-bangkok,inactive,ad,354,468,1.3220339,,,24.52,,10/01/2025,,5530,,,,
vdo_hh_res_5541_kumpoy-bangkok,inactive,ad,65,75,1.15384615,,,2.51,,10/01/2025,,5541,,,,
Celebrate Redtable Awards ad,inactive,ad,947,1165,1.23020063,,,33.66,,10/01/2025,31/01/2025,~,,,,
album_hh_res_grp_songkran-splash-deals-family-meal,inactive,ad,73,94,1.28767123,,,4.69,,10/01/2025,,~,,,,
album_hh_res_grp_hungryhub-picks,inactive,ad,36,40,1.11111111,,,1.13,,10/01/2025,,~,,,,
album_hh_res_grp_250107-weekly,inactive,ad,8,11,1.375,,,0.3,,10/01/2025,,,,,,
album_hh_res_grp_250112-weekly,inactive,ad,5,6,1.2,,,0.17,,10/01/2025,,,,,,
album_hh_res_grp_250118-weekly,inactive,ad,20,29,1.45,,,1.2,,10/01/2025,,,,,,
album_hh_res_grp_250119-weekly,inactive,ad,17,22,1.29411765,,,0.84,,10/01/2025,,,,,,
album_hh_res_grp_250125-weekly,inactive,ad,4,5,1.25,,,0.28,,10/01/2025,,,,,,
album_hh_res_grp_250126-weekly,inactive,ad,9,9,1,,,0.38,,10/01/2025,,,,,,
album_hh_res_grp_250208-weekly,inactive,ad,4,4,1,,,0.13,,10/01/2025,,,,,,
album_hh_res_grp_250209-weekly,inactive,ad,10,13,1.3,,,0.49,,10/01/2025,,,,,,
album_hh_res_grp_250215-weekly,inactive,ad,1,1,1,,,0.1,,10/01/2025,,,,,,
album_hh_res_grp_250216-weekly,inactive,ad,5,5,1,,,0.28,,10/01/2025,,,,,,
album_hh_res_grp_250221-weekly,inactive,ad,8,9,1.125,,,0.21,,10/01/2025,,,,,,
album_hh_res_grp_250223-weekly,inactive,ad,9,11,1.22222222,,,0.18,,10/01/2025,,,,,,
album_hh_res_grp_250331-weekly,inactive,ad,26,36,1.38461538,,,3.07,,10/01/2025,,,,,,
album_hh_res_grp_250406-weekly,inactive,ad,253,450,1.77865613,,,35.93,,10/01/2025,,,,,,
Malaysia Traveller_ad_FB - Khao Wireless Rd.,inactive,ad,23692,31031,1.30976701,Website purchases,8,1053.98,131.7475,14/01/2025,,~,,,,
Taiwan Traveller_ad_FB - Khao Wireless Rd.,inactive,ad,22001,32892,1.49502295,Website purchases,3,1525.55,508.5166667,14/01/2025,,~,,,,
Hong Kong Traveller_ad_FB - Khao Wireless Rd.,inactive,ad,4167,7521,1.80489561,Website purchases,2,1207.59,603.795,14/01/2025,,~,,,,
Singapore Traveller_ad_FB - Khao Wireless Rd.,inactive,ad,2098,2957,1.40943756,,,422.46,,14/01/2025,,~,,,,
vdo_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy 2,inactive,ad,727186,1915031,2.63348167,Website purchases,"3,178",63095,19.85368156,16/01/2025,27/05/2026,5149,,,,
kol-fd_hh-ott_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy 2,inactive,ad,419502,1272799,3.03407135,Website purchases,"2,308",47877.86,20.74430676,16/01/2025,27/05/2026,5149,,,,
kol-fd_hh-kmg_res_3629_savio-at-chatrium-grand-bangkok - Copy,active,ad,414532,1271359,3.06697432,Website purchases,"2,223",51327.83,23.0894422,16/01/2025,27/05/2026,3629,,,,
kol-fd_hh-kt_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok - Copy 2,inactive,ad,392624,1642151,4.18250285,Website purchases,"1,953",52325.5,26.79237071,16/01/2025,27/05/2026,5149,,,,
kol-fd_hh-kt_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok - Copy 2,inactive,ad,350034,1532125,4.3770748,Website purchases,"1,789",52600.02,29.40191168,16/01/2025,27/05/2025,5149,,,,
vdo_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy 2,inactive,ad,456681,1097146,2.40243408,Website purchases,"1,510",38736.6,25.65337748,16/01/2025,27/05/2025,5149,,,,
kol-fd_hh-ott_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy 2,inactive,ad,277884,750249,2.69986397,Website purchases,"1,441",31336.95,21.74666898,16/01/2025,27/05/2025,6340,,,,
kol-fd_hh-kmg_res_3629_savio-at-chatrium-grand-bangkok - Copy,inactive,ad,264278,788699,2.9843536,Website purchases,"1,098",33187.28,30.22520947,16/01/2025,27/05/2025,3629,,,,
kol-ls_hh-sou_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel – Copy - Copy,inactive,ad,253728,640697,2.52513321,Website purchases,"1,000",26572.12,26.57212,16/01/2025,27/05/2026,2536,,,,
kol-ls_hh-sou_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel – Copy - Copy,inactive,ad,234938,615627,2.6203807,Website purchases,973,26851.54,27.59664954,16/01/2025,27/05/2025,2536,,,,
kol-fd_hh-hmrp_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,active,ad,357886,990229,2.76688387,Website purchases,914,32736.03,35.81622538,16/01/2025,27/05/2026,4763,,,,
kol-fd_hh-ott_brn_4653_meng-pu-dong - Copy 2,inactive,ad,329640,921827,2.79646584,Website purchases,777,24287.68,31.25827542,16/01/2025,27/05/2026,4653,,,,
kol-fd_hh-hmrp_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,not_delivering,ad,249528,690529,2.76734074,Website purchases,694,28779.57,41.46912104,16/01/2025,27/05/2025,4763,,,,
kol-pfd_bearducktravel_222_rain tree cafe_key – Copy - Copy,inactive,ad,170202,432126,2.53890084,Website purchases,609,16558.76,27.1900821,16/01/2025,27/05/2026,222,,,,
album_hh_res_grp_valentines-glam-2025 - Copy,inactive,ad,125948,255021,2.02481183,Website purchases,538,12548.46,23.32427509,16/01/2025,27/05/2025,2025,,,,
album_hh_res_grp_valentines-glam-2025 - Copy,inactive,ad,122560,238226,1.94375,Website purchases,505,10417.58,20.62887129,16/01/2025,27/05/2026,2025,,,,
kol-fd_hh-ott_brn_4653_meng-pu-dong - Copy 2,inactive,ad,239843,596327,2.4863223,Website purchases,502,17301.67,34.46547809,16/01/2025,27/05/2025,#VALUE!,,,,
kol-ls_hh-aj_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok,not_delivering,ad,60049,154846,2.57866076,Website purchases,475,4137.29,8.71008421,16/01/2025,,5149,,,,
kol-fd_hh-pyb_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok,not_delivering,ad,109739,378094,3.44539316,Website purchases,439,9346.63,21.29072893,16/01/2025,,5149,,,,
kol-ls_rhoireview_3629_savio_key – Copy - Copy,inactive,ad,81225,196246,2.41607879,Website purchases,418,13340.41,31.91485646,16/01/2025,27/05/2026,3629,,,,
kol-fd_hh-kjt_brn_4653_meng-pu-dong - Copy 2,inactive,ad,238029,655608,2.75431985,Website purchases,405,15126.96,37.35051852,16/01/2025,27/05/2026,4653,,,,
aumjumma I Vertigo TOO I - Copy,inactive,ad,133042,332778,2.50130034,Website purchases,395,11182.53,28.31020253,16/01/2025,27/05/2026,~,,,,
vdo_hh_brn_4653_meng-pu-dong-reel - Copy 2,inactive,ad,215036,466632,2.17001804,Website purchases,393,11037.06,28.08412214,16/01/2025,27/05/2025,4653,,,,
album_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok - Copy 2,inactive,ad,143172,299105,2.08913056,Website purchases,391,7708.36,19.7144757,16/01/2025,27/05/2026,5149,,,,
kol-pfd_bearducktravel_222_rain tree cafe_key – Copy - Copy,inactive,ad,132769,341247,2.570231,Website purchases,378,13664.4,36.14920635,16/01/2025,27/05/2025,222,,,,
album_hh_res_grp_valentine-s-deal-2025 - Copy,inactive,ad,98815,176411,1.78526539,Website purchases,367,6624.56,18.05057221,16/01/2025,27/05/2026,2025,,,,
kol-fd_hh-hspz_brn_4653_meng-pu-dong-talat-phlu - Copy 2,inactive,ad,223693,436107,1.94957822,Website purchases,358,18910.69,52.82315642,16/01/2025,27/05/2026,4653,,,,
kol-fd_hh-hspz_brn_4653_meng-pu-dong-talat-phlu - Copy 2,inactive,ad,133143,247866,1.86165251,Website purchases,355,13476.94,37.96321127,16/01/2025,27/05/2025,4653,,,,
aumjumma I Vertigo TOO I - Copy,inactive,ad,84328,184917,2.19283038,Website purchases,347,9063.57,26.11979827,16/01/2025,27/05/2025,~,,,,
kol-fd_uncledeng_3629_savio_key – Copy - Copy,inactive,ad,113089,338427,2.99257222,Website purchases,345,9799.26,28.40365217,16/01/2025,27/05/2026,3629,,,,
kol-fd_hh-kjt_brn_4653_meng-pu-dong - Copy 2,inactive,ad,194451,473259,2.43382137,Website purchases,322,11609.97,36.05580745,16/01/2025,27/05/2025,4653,,,,
kol-tv_hh-jj_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,62566,141718,2.26509606,Website purchases,311,7948.79,25.55881029,16/01/2025,27/05/2026,4763,,,,
vdo_hh_brn_4653_meng-pu-dong-reel - Copy 2,inactive,ad,156351,322732,2.06415053,Website purchases,300,9597.65,31.99216667,16/01/2025,27/05/2026,4653,,,,
kol-tv_hh-twt_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel - Copy,inactive,ad,62926,130023,2.06628421,Website purchases,299,4844.18,16.2012709,16/01/2025,27/05/2026,2536,,,,
kol-ls_rhoireview_3629_savio_key – Copy - Copy,inactive,ad,73714,179182,2.43077299,Website purchases,296,12309.77,41.58706081,16/01/2025,27/05/2025,3629,,,,
kol-fd_hh-kjt_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel – Copy - Copy,inactive,ad,56708,128697,2.26946815,Website purchases,295,8819.45,29.89644068,16/01/2025,27/05/2026,2536,,,,
album_hh_res_grp_valentine-s-deal-2025 - Copy,inactive,ad,55492,95310,1.71754487,Website purchases,291,5176.33,17.7880756,16/01/2025,27/05/2025,2025,,,,
kol-fd_hh-ott_res_1433_the-seafood-cafe-restaurant - Copy,inactive,ad,125312,276584,2.20716292,Website purchases,271,7415.28,27.36265683,16/01/2025,27/05/2026,1433,,,,
album_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok - Copy 2,inactive,ad,114521,251569,2.19670628,Website purchases,252,7227.47,28.68043651,16/01/2025,27/05/2025,5149,,,,
kol-fd_uncledeng_3629_savio_key – Copy - Copy,inactive,ad,93761,264330,2.81918922,Website purchases,248,8366.5,33.7358871,16/01/2025,27/05/2025,3629,,,,
kol-fd_immmheetv_3629_savio_key – Copy - Copy,inactive,ad,80104,195080,2.43533407,Website purchases,244,6352.23,26.03372951,16/01/2025,27/05/2026,3629,,,,
INF_kieating_712_Vertigo TOO Banyan Tree_KEY_mda2023 - Copy,archived,ad,47427,92015,1.94013958,Website purchases,240,7301.49,30.422875,16/01/2025,27/05/2026,712,,,,
INF_onnbaby_712_Vertigo too_KEY_ - Copy,inactive,ad,62001,122345,1.97327462,Website purchases,210,6095.03,29.02395238,16/01/2025,27/05/2026,712,,,,
kol-ls_hh-tjk_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,59600,127472,2.13879195,Website purchases,201,6700.05,33.33358209,16/01/2025,27/05/2026,4763,,,,
vdo_hh_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy,not_delivering,ad,87839,150200,1.70994661,Website purchases,200,1503.32,7.5166,16/01/2025,,5149,,,,
kol-fd_hh-khs_res_2434_the-district-grill-room-bar-bangkok-marriott-hotel-sukhumvit - Copy,active,ad,50002,96307,1.92606296,Website purchases,175,2517.38,14.38502857,16/01/2025,27/05/2026,2434,,,,
kol-tv_hh-mcr_res_1433_the-seafood-cafe-restaurant-bangkok-thailand - Copy,inactive,ad,103475,213509,2.06338729,Website purchases,166,5413.98,32.61433735,16/01/2025,27/05/2026,1433,,,,
kol-pfd_hh-chim_res_2536_giorgio's_key – Copy - Copy,archived,ad,46093,97576,2.1169375,Website purchases,166,6187.63,37.27487952,16/01/2025,27/05/2026,2536,,,,
kol-ls_hh-tjk_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy 2,inactive,ad,61803,146560,2.37140592,Website purchases,162,8270.13,51.05018519,16/01/2025,27/05/2025,4763,,,,
kol-ls_nonnunnee_3629_savio_key – Copy - Copy,archived,ad,41275,89212,2.16140521,Website purchases,158,5161.75,32.6693038,16/01/2025,27/05/2026,3629,,,,
kol-fd_hh-iae_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok,not_delivering,ad,56214,135008,2.4016793,Website purchases,157,2063.35,13.14235669,16/01/2025,,5149,,,,
kol-tv_hh-jj_res_4763_chon-som-at-courtyard-by-marriott-suvarnabhumi-airport - Copy,inactive,ad,38457,100472,2.61258028,Website purchases,155,6766.62,43.6556129,16/01/2025,27/05/2025,4763,,,,
kol-ls_hh-uncle_res_894_romsai-banyan-tree-hotel - Copy,inactive,ad,50677,97794,1.92975117,Website purchases,154,4691.07,30.46149351,16/01/2025,27/05/2026,894,,,,
INF_kieating_712_Vertigo TOO Banyan Tree_KEY_mda2023 - Copy,inactive,ad,33971,65210,1.91957846,Website purchases,151,5777.03,38.25847682,16/01/2025,27/05/2025,712,,,,
kol-fd_hh-kjt_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel – Copy - Copy,inactive,ad,35435,84540,2.38577677,Website purchases,150,6477.83,43.18553333,16/01/2025,27/05/2025,2536,,,,
kol-fd_immmheetv_3629_savio_key – Copy - Copy,inactive,ad,62655,149015,2.37834171,Website purchases,148,5395.14,36.45364865,16/01/2025,27/05/2025,3629,,,,
INF_onnbaby_712_Vertigo too_KEY_ - Copy,inactive,ad,40772,76081,1.86601099,Website purchases,146,4439.54,30.40780822,16/01/2025,27/05/2025,712,,,,
kol-pfd_donotsaywhatever_894_romsai banyan tree_key – Copy - Copy,archived,ad,32137,53916,1.67769238,Website purchases,146,2974.85,20.37568493,16/01/2025,27/05/2026,894,,,,
kol-fd_hh-pyb_res_1433_the-seafood-cafe-restaurant - Copy,archived,ad,111901,237014,2.11806865,Website purchases,146,5529.4,37.87260274,16/01/2025,27/05/2026,1433,,,,
kol-pfd_hh-chim_res_2536_giorgio's_key – Copy - Copy,inactive,ad,55217,103829,1.88038104,Website purchases,133,7708.14,57.95593985,16/01/2025,27/05/2025,2536,,,,
kol-ls_hh-mlt_brn_4089_kunshine-hotpot-asok-bangkok - Copy,inactive,ad,32858,69673,2.12042729,Website purchases,133,2273.63,17.09496241,16/01/2025,27/05/2026,4089,,,,
kol-tv_hh-mcr_res_1433_the-seafood-cafe-restaurant-bangkok-thailand - Copy,inactive,ad,69842,165271,2.36635549,Website purchases,132,4880.04,36.97,16/01/2025,27/05/2025,1433,,,,
Valentine Day 2025 - Copy,inactive,ad,56734,86037,1.51649804,Website purchases,129,3010.14,23.3344186,16/01/2025,27/05/2026,2025,,,,
kol-fd_hh-pyb_res_1433_the-seafood-cafe-restaurant - Copy,inactive,ad,85344,213587,2.50265982,Website purchases,128,5402.54,42.20734375,16/01/2025,27/05/2025,1433,,,,
album_hh_res_grp_valentines-glam-2025 - Copy,inactive,ad,51833,75842,1.46319912,Website purchases,123,3472.11,28.22853659,16/01/2025,27/05/2026,2025,,,,
kol-tv_hh-twt_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel - Copy,inactive,ad,29613,64421,2.17542971,Website purchases,120,3230.9,26.92416667,16/01/2025,27/05/2025,2536,,,,
kol-pfd_hh-fdn_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel - Copy,inactive,ad,43639,90326,2.06984578,Website purchases,120,2469.55,20.57958333,16/01/2025,27/05/2026,2536,,,,
Valentine Day 2025 - Copy,inactive,ad,28581,48746,1.70553864,Website purchases,119,2514.55,21.13067227,16/01/2025,27/05/2025,2025,,,,
kol-ls_nonnunnee_3629_savio_key – Copy - Copy,inactive,ad,35717,78526,2.19856091,Website purchases,119,4960.68,41.68638655,16/01/2025,27/05/2025,3629,,,,
kol-fd_hh-ott_res_5149_nama-japanese-and-seafood-buffet-hungry-hub - Copy,not_delivering,ad,27220,37191,1.36631154,Website purchases,119,1279.95,10.75588235,16/01/2025,,5149,,,,
kol-fd_hh-ott_res_1433_the-seafood-cafe-restaurant - Copy,inactive,ad,90512,189935,2.09845103,Website purchases,116,5540.99,47.76715517,16/01/2025,27/05/2025,1433,,,,
kol-ls_hh-uncle_res_894_romsai-banyan-tree-hotel - Copy,inactive,ad,31596,62377,1.9742056,Website purchases,112,3810.43,34.02169643,16/01/2025,27/05/2025,894,,,,
album_hh_res_grp_valentines-glam-2025 - Copy,inactive,ad,37663,50698,1.34609564,Website purchases,108,2501.63,23.16324074,16/01/2025,27/05/2025,2025,,,,
kol-fd_hh-kt_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok - Copy,not_delivering,ad,51654,79639,1.54177798,Website purchases,95,1713.08,18.03242105,16/01/2025,,5149,,,,
kol-fd_hh-kjt_res_5149_nama-japanese-and-seafood-buffet-hungry-hub-bangkok,inactive,ad,24967,45193,1.81010934,Website purchases,78,1044.02,13.38487179,16/01/2025,,5149,,,,
album_hh_res_grp_march-more-deal - Copy,inactive,ad,6181,16150,2.61284582,Website purchases,56,1256.61,22.43946429,16/01/2025,27/05/2025,~,,,,
kol-fd_hh-ewp_brn_3687_meng-pu-dong-thonglor - Copy 2,inactive,ad,35088,57059,1.62616849,Website purchases,54,1899.52,35.1762963,16/01/2025,27/05/2025,,,,,
kol-pfd_hh-fdn_res_2536_giorgio-s-riverside-royal-orchid-sheraton-hotel - Copy,inactive,ad,27788,64504,2.32128977,Website purchases,47,2014.72,42.86638298,16/01/2025,27/05/2025,2536,,,,
kol-ls_hh-jnjn_res_3629_savio-at-chatrium-grand-bangkok - Copy,inactive,ad,37776,68036,1.8010377,Website purchases,47,2825.75,60.12234043,16/01/2025,27/05/2026,3629,,,,
kol-ls_hh-uncle_res_1353_kuang-seafood-ratchada-bangkok-thailand - Copy,inactive,ad,24289,37312,1.53616864,Website purchases,44,770.14,17.50318182,16/01/2025,27/05/2026,1353,,,,
kol-fd_hh-fad_brn_6259_namba-shabu - Copy,inactive,ad,18535,30777,1.66048017,Website purchases,42,761.26,18.1252381,16/01/2025,27/05/2026,6259,,,,
album_hh_res_grp_come-4-pay-3-march-more-deal - Copy,inactive,ad,20631,28767,1.394358,Website purchases,41,1142.91,27.87585366,16/01/2025,27/05/2026,,,,,
